,date of discovery or report,date,city,STATE,source,reported phenomenon other than swastika ,accompanying text,accompanying visual signs,Nazi Reference,media,place,category of place,structure,url_to_jpg,target,target,culprit, ,notes,Actor,Move,Actor,Move,Actor,Move,Actor,Move,combined moves,
https://web.archive.org/save/https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-synagogue-demonstration-20170318-story.html,3/19/17,Mar-2017,Batlimore,MD,Local News,,Shalom,,no,marker,Jewish museum,public facility,institutional sign,http://antisemitism.org.il/sites/default/files/2017258.jpg,Jewish Community,,,"More than 50 people linked arms to pray and to speak out against the act Sunday morning near the sign at B'Nai Israel: The Downtown Synagogue. Rabbi Etan Mintz organized the event and invited several local officials, including City Council President Bernard C. ""Jack"" Young, council members Zeke Cohen and Robert Stokes, and Del. Brooke Lierman.",,community members,gathering/protest/vigil/demonstration,religious leaders,gathering/protest/vigil/demonstration,mayor/council member,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration",Jewish Community
https://www.whec.com/news/12-year-old-girl-responsible-for-racist-graffiti-in-geneva-police-say/5437833/,7/24/19,Jul-2019,Geneva,NY,Local News,,,,,spray paint,historic armory,public facility,exterior wall,,,,12 year old girl,See article for response from local pastor. Also see this article for more about what girl got charged for: https://www.nbcnewyork.com/news/local/ny-girl-12-charged-after-allegedly-spray-painting-swastikas-on-church-and-other-buildings/1055498/,see other June and July Geneva entries,religious leaders,gathering/protest/vigil/demonstration,police/sheriff,suspension/denial of access to space,,,,,"gathering/protest/vigil/demonstration, suspension/denial of access to space",
https://web.archive.org/save/https://www.baltimoresun.com/maryland/baltimore-city/bs-md-ci-synagogue-demonstration-20170318-story.html,3/19/17,Mar-2017,Batlimore,MD,Local News,,Shalom,,no,marker,Jewish museum,public facility,institutional sign,http://antisemitism.org.il/sites/default/files/2017258.jpg,Jewish Community,,,"More than 50 people linked arms to pray and to speak out against the act Sunday morning near the sign at B'Nai Israel: The Downtown Synagogue. Rabbi Etan Mintz organized the event and invited several local officials, including City Council President Bernard C. ""Jack"" Young, council members Zeke Cohen and Robert Stokes, and Del. Brooke Lierman.",,community members,gathering/protest/vigil/demonstration,religious leaders,gathering/protest/vigil/demonstration,mayor/council member,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration, gathering/protest/vigil/demonstration",Jewish Community
http://fox59.com/2016/11/11/swastika-kkk-graffiti-found-along-bloomingtons-b-line-trail/,11/10/16,Nov-2016,Bloomington,IA,Local News,hateful-graffiti,KKK,,No,spray paint,walking trail,public space,light pole,Video fo the incident: https://fox59.com/2016/11/11/swastika-kkk-graffiti-found-along-bloomingtons-b-line-trail/,,,"""man with beard""","painted over the graffiti; Habitat for Humanity of Monroe County from the neighborhood held a meeting with neighbors, Bloomington Police, and Mayor John Hamilton Friday night, then a vigil in which they lit candles, spoke about their response, and marched down the area where the graffiti had been to ""take back the trail.""  police involvement","Spree: graffiti on tree, light pole, and path; diverse neighborhood",community members,clean up/cover up,business owner,gathering/protest/vigil/demonstration,police/sheriff,other,,,"clean up/cover up, gathering/protest/vigil/demonstration, other",
https://web.archive.org/save/https://cronkitenews.azpbs.org/2017/08/31/controversy-banner-crossed-swastika-prompts-meeting-rising-fc/,8/26/17,Aug-2017,Tempe,AZ,Local News,,Stop-Racism,"Crossed out KKK, WP, and Swastikas",yes,marker,sports game,public space,banner,https://cronkitenews.azpbs.org/wp-content/uploads/2017/08/losbandidos.1170.jpg,,,Los Bandidos,"“We are a group which takes pride in supporting our local club while trying to take part in the causes and issues we encounter in the stands and outside the stands,” said Los Bandidos in a Codes of Conduct post on its Facebook page. The Los Bandidos supporters was approached by team personnel to take down the banner because of a request from a business partner, the group said. Members stated it would stay up or they would leave. The latter happened, leaving a nearly empty support section, which is an unusual sight for a Rising FC match. Afterward, Rising FC issued a statement saying the banner was asked to be removed “in order to comply with United Soccer League stadium regulations and Phoenix Rising Football Club safety policies.” The statement also said, “Phoenix Rising FC did not intend for our friends from Los Bandidos to leave our stadium, and apologize if our communications during the match did not properly demonstrate our respect and appreciation for its members. In fact, Phoenix Rising FC fully and unequivocally, supports the ‘Stop Racism’ sentiment of the banner and believes all people should be treated equally and with love. According to United Soccer League stadium guidelines, “All banners and signs must be inspected by security as fans enter the stadium, at least 30 minutes before kickoff. The club has the right to deny any banner’s display in the venue. Any sign or tifo deemed offensive, explicit, racist, homophobic or in bad taste will not be permitted in the venue.” In a Facebook post, Los Bandidos wrote, “We were never on bad terms with the ownership or (front office) ,we had a good standing with them before and now through direct discussion with the club- it’s brought us even closer. We are working together this week to make sure the culture of tolerance & expression will continue, and we’re working to make sure we make the same presence this Saturday.”",banner was anti racism,community members,letters/statements,community members,gathering/protest/vigil/demonstration,,,,,"letters/statements, gathering/protest/vigil/demonstration",
https://www.bostonglobe.com/2020/01/14/metro/swastika-found-storage-container-billerica-draws-outrage/,1/11/20,Jan-2020,Billerica,MA,Local News,,,,,,parking lot,public space,storage container,,,,,"“Covering over the graffiti will be an easy task, erasing the pain and hurt caused by the use of that symbol is much harder,” Town officials and the Billerica Interfaith Association wrote in a statement on social media Tuesday.

“For our Jewish Community this symbol is an act of violence and a threat to their sense of security and well-being in our town,” they wrote.    See also this article for more on community response, including a vigil: https://www.lowellsun.com/2020/02/06/billerica-community-faith-leaders-reclaim-space-where-swastika-was-found/",,mayor/council member,letters/statements,community members,gathering/protest/vigil/demonstration,,clean up/cover up,,,"letters/statements, gathering/protest/vigil/demonstration, clean up/cover up",
https://thehill.com/blogs/ballot-box/271287-trump-swastika-sign-reported-in-houston,3/1/16,Mar-2016,Houston,TX,National News,,Stop-Trump,,No,paper and ink,polling location,public space,poster,http://thehill.com/sites/default/files/styles/thumb_small_article/public/blogs/trumpswastika1.jpg?itok=cv_xPsSR,Trump Supporter,,,,This was marshalled as a protest against Trump not supportive.,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,Trump Supporter
https://fox13now.com/2016/03/03/swastikas-in-sugar-house-posters-against-trump-offending-residents/,3/3/16,Mar-2016,Salt Lake City,NV,Local News,political-activism,"Stop-Trump, #-Donald-Chump",,No,paper and ink,urban street,public space,exterior wall,http://static-32.sinclairstoryline.com/resources/media/f4ad0298-0f2f-4abd-b87b-c38f16d27fcb-medium36x25_Trump1.JPG,Trump Supporter,,,posters removed or defaced,This was marshalled as a protest against Trump not supportive.,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,Trump Supporter
https://web.archive.org/save/http://www.jta.org/2017/08/21/news-opinion/united-states/swastikas-and-antisemitic-slurs-found-in-michigan-park,8/18/17,Aug-2017,Ann Arbor,MI,International News,,"Jews-Die, Free-USA",,no,spray paint,public park,public space,skate park,http://static.lakana.com/media.fox2detroit.com/photo/2017/08/18/AA%20SWASTIKAS_1503071075371_3934414_ver1.0_640_360.jpg,Jewish Community,,,"Almost 100 people remained to join hands and sing ""We Shall Overcome"" on the evening of Sunday, Aug. 27 following a vigil near the Ann Arbor Skate Park in response to recent incidents of intolerance in Ann Arbor. ""The action is not just how we confront a couple of bigots who show up in the middle of the night with spray cans,"" he said. ""Part of the work is our own internal work on how we wrestle with and face and take action on the biases ... in ourselves."" reward offered; The Ann Arbor Police are investigating the incident, the city said in a statement, which asked the public to report any suspicious activity. The police increased patrols in and around city parks in response.",Spree: 15 swastikas Gathering reported here: https://www.mlive.com/news/ann-arbor/2017/08/hundreds_gather_to_combat_swas.html,community members,gathering/protest/vigil/demonstration,police/sheriff,other,mayor/council member,letters/statements,,,"gathering/protest/vigil/demonstration, other, letters/statements",Jewish Community
https://www.youtube.com/watch?v=2zpte3tiL4Q,5/3/2019,May-2019,New York,NY,International News,,,,,metal,urban street,public space,human body,https://i.dailymail.co.uk/1s/2019/05/02/02/12984592-6983153-image-m-16_1556760616249.jpg,,,,,DailyMail.com identies guy as right wing activist and Trump Supporter,community members,gathering/protest/vigil/demonstration,,,,,,,gathering/protest/vigil/demonstration,
https://www.northcentralpa.com/news/crime/swastika-removed-from-union-county-road-sign-saturday/article_cd032dc8-f54d-11ea-a893-e320007a21e2.html,9/12/2020,Sept-2020,Buffalo Township,PA,Local News,"vandalism, racist-graffiti",,,,spray paint,public street,public space,traffic sign,,,,,"Approximately 17 people stood near the vandalized sign to speak out against the Nazi hate-symbol around 6 p.m. They draped a black cloth over the swastika as a temporary measure until PennDOT arrived.

PennDOT responded to the scene and removed the signs, according to state police at Milton.  Police investigating as criminal mischief.",,police/sheriff,gathering/protest/vigil/demonstration,parks department,clean up/cover up,community members,gathering/protest/vigil/demonstration,community members,clean up/cover up,"gathering/protest/vigil/demonstration, clean up/cover up, gathering/protest/vigil/demonstration, clean up/cover up",
http://eastcobbnews.com/east-cobb-neighborhood-vandalized-with-multiple-swastikas/,8/22/2020,Aug-2020,East Cobb,GA,Local News,antisemitic-graffiti,MAGA,,,spray paint,neighborhood,public space,fences; telephone poles,https://i0.wp.com/eastcobbnews.com/wp-content/uploads/2020/08/East-Cobb-swastika-4.jpg?w=566,,,,"Thirty members of this neighborhood, children and adults from many different faith backgrounds, worked together to erase the damage that had been done to their neighborhood on Sunday afternoon.” Local police responded. Local temple holding interfaith gathering to offer inter-faith training. Rabbi Sernovitz also thanked Cobb Police “for their timely response to the incident. Additionally, we applaud the actions of the residents of this neighborhood for coming together as a community to take back their space and to clean and refresh their public fencing. Thirty members of this neighborhood, children and adults from many different faith backgrounds, worked together to erase the damage that had been done to their neighborhood on Sunday afternoon.”",Spree: multiple swastikas in the neighborhood,police/sheriff,gathering/protest/vigil/demonstration,community members,clean up/cover up,religious leaders,letters/statements,community members,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, clean up/cover up, letters/statements, gathering/protest/vigil/demonstration",
https://denver.cbslocal.com/2019/07/15/swastika-bailey-park-county-fbi/,7/15/19,Jul-2019,Bailey,CO,Local News,"vandalism, hateful-message-and-symbol",,,,spray paint,"church, real estate office",religious institution,exterior door,"https://denver.cbslocal.com/wp-content/uploads/sites/15909806/2019/07/park-county-swastika.jpg?resize=768,1024",Jewish Community,,,"The park county sheriff is offering a $500 reward for information on who is responsible for targeting the non-denominational Platte Canyon Community Church in the small mountain town located west of Denver.  The pastor and his flock turned to prayer at services Sunday.

“We are praying that God would draw them to himself replace the hatred that they expressed with his love.” A newly-painted door stands at the back entrance at the church. Volunteers made quick work of erasing the hateful-message and symbol left on their doorstep.

Investigators tell CBS4 the vandals who left these antisemitic images on the church also hit a local real estate office next-door.  ADL contacted and issue statement. Read here: https://mountainstates.adl.org/news/adl-condemns-antisemitic-vandalism-swastikas-at-bailey-church-real-estate-office/",christian church but hateful-message directed at Jews found with swastika,police/sheriff,other,business owner,gathering/protest/vigil/demonstration,community members,clean up/cover up,,,"other, gathering/protest/vigil/demonstration, clean up/cover up",
https://vtdigger.org/2016/11/17/swastika-found-middlebury-jewish-center/,11/17/16,Nov-2016,Middlebury,VT,Local News,antisemitic-graffiti,,,No,marker,Jewish center,religious institution,door,https://i2.wp.com/vtdigger.org/wp-content/uploads/2016/11/15135793_10211189775084329_7908117071163449382_n.jpg?w=925&ssl=1,Jewish Community,,,"Members of the community have been very supportive, he said. Some plan to attend a previously scheduled shabbat morning service Saturday. Later that day, a vigil is planned at Middlebury College. Sgt. Mike Christopher of the Middlebury Police Department said Thursday that officers are investigating the graffiti but there are no suspects at this point. There have been no reports of similar incidents in the area, he said.",On the door of a Jewish congregation house,community members,gathering/protest/vigil/demonstration,police/sheriff,other,,,,,"gathering/protest/vigil/demonstration, other",Jewish Community
https://web.archive.org/save/https://www.cleveland.com/court-justice/2017/03/swastika_antisemitic_language.html,3/1/17,Mar-2017,Lorain,OH,Local News,vandalism,We-will-Rise-and-Gas-you-Bitch,,yes,wood,synagogue,religious institution,front door,,Jewish Community,,,"Mayor to attend worship service on Saturday, statements by mayor and state rep condemning it",,mayor/council member,gathering/protest/vigil/demonstration,representative/senator,letters/statements,mayor/council member,gathering/protest/vigil/demonstration,,,"gathering/protest/vigil/demonstration, letters/statements, gathering/protest/vigil/demonstration",Jewish Community
https://www.abc27.com/news/local/harrisburg/vandals-spray-paint-swastika-on-harrisburg-synagogue/,8/10/2020,Aug-2020,Harrisburg,PA,Local News,,,,,spray paint,synagogue,religious institution,exterior building,,,,,"police investigating as hate-crime; “Any targeted group — just — they feel so vulnerable and lonely and in pain, and I just thought it was right to reach out as soon as possible,” said Rep. Patty Kim, (D) Dauphin County.

Kim said this is the most recent pain her district has seen, but not the first.

“This is serious, and the repercussions for what it does to a community is real. It’s raw,” she said. The Midstate’s entire interfaith community was also ready to get “stamping,” on Tuesday. More than a dozen congregations condemned the vandalism in a joint statement. Rabbi Elisha Friedman expressed his gratitude in one of his own saying:

“The perpetrator(s) hoped to sow division and fear, but through the overwhelming outpouring of so many coming forward to express their support and friendship for our synagogue and the broader Jewish community, what was intended to divide and alienate us and make us feel unwelcome and scared, failed miserably and instead reminded us of what a strong and loving community we are part of.” candelight vigil to be held on Wed.",,police/sheriff,gathering/protest/vigil/demonstration,representative/senator,letters/statements,religious leaders,letters/statements,community members,gathering/protest/vigil/demonstration,"gathering/protest/vigil/demonstration, letters/statements, letters/statements, gathering/protest/vigil/demonstration",
,,,,,,,,,,,,,,,,,,,,,gathering/protest/vigil/demonstration,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,gathering/protest/vigil/demonstration,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,gathering/protest/vigil/demonstration,,,,,,,,
